lon,lat,kde_sev,impact
77.69447438,12.811273600000002,1.3803080410601583,41.98834668608885
77.6939427,12.811886,1.2503144219157498,51.839038601602326
77.68930812083333,12.818148683333334,20.212923836690976,76.21995630007284
77.68689926666667,12.8206055,20.36692704988056,74.32629278951201
77.68806908333333,12.819260275,23.022554456456604,68.57246904588492
77.68910905423729,12.818628808474575,21.69041408660663,75.49162418062637
77.68756760526317,12.820191689473683,22.240221888709762,68.24471959213402
77.6899796,12.817978283333332,18.11324769077989,68.40859431900947
77.6898623,12.818310300000002,19.26027090518463,71.01238164603059
77.68363633333333,12.824956033333335,8.117319190791811,69.73780043699928
77.68240598,12.826234160000002,7.413066920871038,72.17771303714494
77.6831419,12.825251900000001,7.789268595952231,69.44646758922069
77.68220525,12.82711205,7.222338174211825,73.85287691187182
77.682075825,12.828351775,6.519041295659894,73.65258557902403
77.68125455,12.830273075,4.639735814806427,66.73343044428259
77.68129114999999,12.8313429,3.8609028843816633,63.273852876911874
77.68635126666668,12.822055400000002,15.786840404250086,73.79825200291333
77.68550104736842,12.823172347368422,11.702413161357907,75.16387472687546
77.6858565,12.8227527,13.140925254878077,80.49890750182082
77.6873767,12.821156811111111,19.87419363553425,73.2884195193008
77.6844757,12.8241458,9.164224899057556,66.36926438455936
77.4453044,12.87840735,0.28076229539841746,23.94391842680262
77.4533519,12.8965514,0.3100303391755015,30.872177713037146
77.4533865,12.8968192,0.310464809015542,27.458120903131828
77.4548149,12.8963282,0.2878250204518987,30.872177713037146
77.4498397,12.9035725,0.08415863274604644,29.715950473415877
77.46745385,12.9013385,0.36181546834738065,29.024034959941737
77.5019219,12.8838377,0.08021780042712817,6.04515659140568
77.517105,12.8778133,0.08022159301568355,22.104879825200292
77.47567065000001,12.90589455,0.6568300307411243,42.625637290604516
77.4810037,12.9102452,6.540595894197319,56.04515659140568
77.48026031749387,12.9112004643704,7.595480566778878,44.19155134741442
77.480609,12.9120864,8.743820306319886,52.5673707210488
77.48105050396327,12.913149620077702,9.305196656972335,56.88273852876912
77.48208213333334,12.910454983333333,6.794365366193437,46.75892206846322
77.4831024,12.9104675,6.20850594311121,37.891478514202475
77.4845219,12.91109376,6.00581179048623,49.96358339402768
77.48132751225467,12.914176983814647,8.78610955703168,55.18936635105608
77.48501986041515,12.912631389838012,7.328141540328199,61.12527312454479
77.48534384999999,12.912815349999999,7.181620821979254,54.916241806263656
77.4849087,12.9141348,7.468004160336599,66.62418062636563
77.4863713,12.913797375,6.520910286752054,51.96649672250546
77.48082844000001,12.91505358,7.352941562942283,41.387472687545525
77.48139992298162,12.914620302775866,8.274254944060957,55.57174071376547
77.4835568,12.917952733333335,2.480268050096828,48.30662782228696
77.48684205833334,12.913967458333333,6.050890468054738,53.769118718135466
77.4882214,12.9154286,3.7039660497350164,51.89366351056081
77.4919859,12.9165806,0.6570712308003366,46.667880553532406
77.5190814,12.9026833,0.09455079810577656,13.27385287691187
77.5108473,12.9039264,0.3138986561083221,15.495265841223599
77.51244003333333,12.904228566666667,0.3784070090280359,3.9147851420247632
77.5001392,12.917002882608697,3.5122466248775157,21.321922796795338
77.5003422,12.9165099,3.3989985546828754,27.804078659868903
77.50021757647059,12.91724721764706,3.521279821096187,21.99563000728332
77.51336228888889,12.909712366666668,1.1135294853917383,2.7312454479242536
77.5137208,12.9128301,1.2685250798720489,13.36489439184268
77.5139474,12.9132248,1.2330237444869088,14.976329206117988
77.51348576666668,12.917430033333334,0.8228517771556264,10.378732702112163
77.5148713,12.9152749,0.9657616077756418,12.909686817188637
77.4728372,12.9234668,0.09787050501866323,30.826656955571742
77.4848068,12.9238959,0.6163647198401654,17.753095411507648
77.48528428571429,12.924826071428571,0.6465713250273166,8.357611070648217
77.4767094,12.9258225,0.10250116866517703,36.05243991260015
77.4957835,12.922626099999999,2.6901212174819156,44.246176256372905
77.4964507,12.9226094,3.0877417865072423,37.490895848506916
77.4931833,12.9234196,1.1708724917711462,32.10123816460306
77.4946422,12.9227144,1.966094561567094,29.998179169701384
77.48825807777777,12.932971355555557,1.417393343426867,26.18353969410051
77.49228035,12.935613916666668,3.325368046599806,18.353969410050983
77.49261581363636,12.937091013636364,4.362376677150832,16.806263656227237
77.49272716666667,12.9380345,4.69200966294663,11.63510560815732
77.49302874347826,12.939551834782607,4.5383407704905,11.216314639475602
